stock_id,sector,business_model,geographic_focus,business_maturity,competitive_position,market_cap_category,revenue_tier,profitability_profile,asset_intensity,financial_strength
US536,Finance,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Strong
US537,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US538,Consumer_Discretionary,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US539,Technology,Platform,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US540,Finance,B2C,International,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US541,Finance,B2C,Global,Growth,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Stable
US542,Communication,Platform,International,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Developing
US543,Consumer_Discretionary,Platform,International,Growth,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US544,Consumer_Discretionary,Platform,Global,Growth,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Stable
US545,Technology,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Stable
US546,Healthcare,B2B,International,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Stable
US547,Healthcare,B2B,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US549,Healthcare,B2B,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Capital_Intensive,Stable
US550,Healthcare,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US551,Healthcare,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US552,Healthcare,B2C,Domestic,Growth,Strong_Player,Small,Tier_3,High_Margin,Capital_Intensive,Stable
US553,Healthcare,B2C,International,Mature,Niche_Specialist,Small,Tier_3,Standard,Moderate,Developing
US554,Healthcare,B2B,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US555,Healthcare,B2B,Domestic,Growth,Strong_Player,Small,Tier_3,High_Margin,Moderate,Developing
US556,Technology,Platform,International,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Strong
US557,Finance,B2C,Domestic,Mature,Strong_Player,Small,Tier_3,High_Margin,Asset_Light,Developing
US558,Finance,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US564,Healthcare,B2B,Domestic,Growth,Niche_Specialist,Small,Tier_3,Standard,Moderate,Stable
US565,Healthcare,B2B,Domestic,Growth,Strong_Player,Small,Tier_3,Standard,Asset_Light,Developing
US566,Healthcare,B2B,Domestic,Growth,Niche_Specialist,Small,Tier_3,Standard,Moderate,Developing
US567,Healthcare,B2B,International,Mature,Strong_Player,Small,Tier_3,High_Margin,Moderate,Developing
US569,Healthcare,B2B,International,Growth,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Developing
US570,Healthcare,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US571,Healthcare,B2B,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US572,Healthcare,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Developing
US573,Healthcare,B2B,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Developing
US574,Healthcare,B2B,Domestic,Growth,Niche_Specialist,Small,Tier_3,High_Margin,Moderate,Developing
US575,Healthcare,B2B,Domestic,Mature,Niche_Specialist,Small,Tier_3,High_Margin,Moderate,Stable
US576,Healthcare,B2C,Domestic,Mature,Strong_Player,Small,Tier_3,Standard,Capital_Intensive,Developing
US578,Industrials,B2B,Domestic,Growth,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Stable
US579,Industrials,B2B,Domestic,Growth,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US580,Industrials,B2B,Domestic,Cyclical,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Developing
US581,Industrials,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US582,Industrials,B2B,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Stable
US583,Industrials,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US584,Industrials,B2B,International,Cyclical,Strong_Player,Small,Tier_3,Standard,Moderate,Stable
US585,Industrials,B2B,Domestic,Mature,Niche_Specialist,Small,Tier_3,Low_Margin,Moderate,Developing
US586,Industrials,B2B,International,Growth,Strong_Player,Small,Tier_3,High_Margin,Moderate,Developing
US589,Industrials,B2B,International,Cyclical,Strong_Player,Small,Tier_3,Standard,Capital_Intensive,Developing
US591,Industrials,B2B,Domestic,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US592,Industrials,B2B,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US594,Industrials,B2B,Domestic,Growth,Niche_Specialist,Small,Tier_3,High_Margin,Capital_Intensive,Developing
US595,Industrials,B2B,Domestic,Mature,Strong_Player,Small,Tier_3,Standard,Moderate,Stable
US596,Industrials,B2B,Domestic,Growth,Niche_Specialist,Small,Tier_3,Standard,Capital_Intensive,Stable
US597,Industrials,B2B,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Stable
US598,Energy,B2C,International,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Stable
US599,Energy,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Developing
US600,Energy,B2B,International,Cyclical,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US601,Energy,B2B,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US602,Energy,B2B,Domestic,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US603,Energy,B2B,Domestic,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US605,Energy,B2B,International,Cyclical,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Strong
US607,Materials,B2B,International,Cyclical,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US608,Materials,B2B,Domestic,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US609,Materials,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US610,Other,B2B,Domestic,Growth,Niche_Specialist,Small,Tier_3,High_Margin,Asset_Light,Stable
US611,Materials,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US612,Materials,B2B,Domestic,Growth,Strong_Player,Small,Tier_3,Low_Margin,Moderate,Developing
US613,Industrials,B2B,Domestic,Growth,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US614,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Developing
US615,Consumer_Staples,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US619,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Developing
US620,Consumer_Discretionary,B2C,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Developing
US621,Consumer_Discretionary,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Developing
US622,Consumer_Staples,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US623,Consumer_Staples,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Developing
US625,Finance,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US626,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Developing
US627,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Small,Tier_3,Standard,Capital_Intensive,Developing
US628,Consumer_Discretionary,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US630,Consumer_Discretionary,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Developing
US631,Consumer_Discretionary,B2C,Domestic,Mature,Strong_Player,Small,Tier_3,Standard,Capital_Intensive,Developing
US633,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Small,Tier_3,Standard,Asset_Light,Developing
US634,Consumer_Discretionary,B2C,Domestic,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US637,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Small,Tier_3,Low_Margin,Asset_Light,Developing
US638,Consumer_Discretionary,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Strong
US641,Finance,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Developing
US642,Finance,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US643,Finance,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US644,Finance,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Developing
US646,Finance,B2C,Domestic,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US647,Finance,B2C,International,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US648,Finance,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US649,Finance,B2C,International,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Developing
US650,Finance,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Asset_Light,Stable
